,nama,ulasan,label
858,Nuranisa milenia p Ica,beli vocer latih mudah bagus,1
860,Ach Munfarid,trima kasih tokopediapelayanan cs cepat bagus puas bangetsaran sihklo call centernya via telpon,1
861,Nuri Arifin,kasih kasih dapet promo gratis next benlanja,1
862,darlis arifiati,dana instan ganggu lagisaya pake bagus,1
864,Bryan Mandiri Sejahtera,lumayan bagus kerjasama batas akulaku akulaku kredivo,1
866,Fufah Amelia,suksesuntuk proses transaksi cepat aman percaya,1
867,Alter go,uninstal saldo instal saldo tolong,1
868,TRi MObil Otomotif,tampil blibet sya males memggunakannya tmpilan seblum sya skali krna letak icon rapi morat marit,1
869,Duddy Kurniawan,uang alamat sesui tuding kurir ngirim pesan kunjung,1
871,Tamin Garang,aplikasihnya keren banyakin diskon ongkir kirim pulau jawa mahal diongkir,1
872,Nafi'ul Lian Ibnu Salam,kasih kasih karna penuh lebutuhan tinggal rah,1
873,Reni Kuja,bantu percaya dalammmenyelesaikan komplain konfirmasi brang komplain retur konfirmasi retur kongirmasi terima total,1
876,Irvan Cahyo,mantap netralitas tjakep pake pake gopay kasih kasih,1
877,Fajar Nugi Nugraha,bagus bom dapet cashback langgan setia bayar top up tagih,1
878,Mohamad Farid Azhar,verifikasi wajah perintahinstruksi,1
880,Edi Motovlog,bagus ongkir gratis mantap,1
882,Cheryl,indo suka cashbacknya gede sayang beli pulsa voucher game streaming hibur kalah saing harga lapak belah kendala pengirimannya cepat minimal gratis ongkir sesuai cashback gede cinta banget pokok,1
883,Mas armen,toke pesan proses pilih kirim instan bebarapa pesan sllu cuekin bayar bos,1
884,Hamran Hamran,suka sgt puas saji tokopediamksh,1
885,Tri Heriyanto,puas pilih jaya,1
886,Anselmus Maharianto,simoel ribet bayar cepat,1
887,Kebix Thea,kasih kasih layan batal uang ternyara uang dompet,1
889,Wahyu ARDM,respon cs solusi terima rusak mesti buruk ulas beli,1
890,Sarjana Perjudian,bintang kembang,1
891,Aditya Pratama Ardi SM,produk sesuai pesan joob muas,1
892,Aswin As,main ditoped diponsel suamiq nggak kecewa kirim cepat tingkat,1
894,kak erfan,tolong dunk beli liquid vapor buka blokir liquid pake voucer promo liquid lumayan pake voucer tolong makasih,1
895,Syakira Ataniariska,pompa galon gratis,1
896,Eka Wurya,tokpedtrimakasih tokpedsukses,1
897,Nana. Rusmana Viky,bagus tida ragu beli,1
898,Fazli Zulkarnain,bagus manfaat bantu,1
899,Dimas Putra,blanjaan berat ongkirkalo kasih kupon gratis ongkir pls,1
900,Hendi Popoa,mudah terimakasih layan smoga smakin bagus layan lagiokkkk,1
901,Vera Eka Diana Putri,dapet voucher tipu bayar tolak dana akun mending shopee sumpah kecewa bangettttt tolong sistem tipu tiada bohong publik saing shopee kecewa bijak konfirmasi,1
903,fahmi harun,tolong pemberitahuan pesan notifikasinya pisah liat pesan kirim sesuai,1
906,Moh Kholiq Moh Kholiq,mudah bonusnya oke mantap,1
907,Yudi Wartudi,bahan bagus nyaman pakai cocok olahraga,1
908,Rahmat Messi,tolong baharu loading keranjang batas,1
909,Jamaluddin Kafy,bawa berkah,1
910,Ari Waelahcoy,top opsi kirim otomatis belah warna oren,1
911,Dodo Markodo,akun aneh ganti tlp verifikasi,1
912,Mohamad Dwi,kupon panen telur cepat yak berlakunyacuma panen,1
913,Fenti 6,oke sellernya percaya respon cepat cashback gratis ongkir,1
914,Rawii 151298,inih ko akun buka yakatanya jaring jaringannya lancar ajatolong info knapa,1
915,Endä Røckîn Stär,fitur bayar pake gopay,1
916,Raihan Akmal Ali Akbar,knapa gabisa tarik dana mao tarik suru sandi sandi sandi dasar jelass saldo lumayan,1
917,Hilman 4Rais,sinyalkoneksi bagus buka muncul tulis koneksi putus buka google lancar,1
918,Andi Septiana,kasih kasih job beli kelas ditokopedia manfaat memulainyasekali kasih kasih,1
919,Firman Afif,produk akses aplikasiterus web kupon dipake,1
920,Aini Stirman,banget coba exo adain konser bts exo nontonnya,1
921,Mrs Rini,aju komplain dana beli batal lelet banget tunggu respon jual respon kurir respon jual apkonline selesai sahabat toppers bete toppers,1
923,Leo Bayu Kurniawan,maaf store aktif hilang,1
924,Wiwin Yulianti,mantap tawar rapih jarang seller kyk oren hihihi,1
926,Muji anto,bantu latih kartu prakerja,1
927,ratih prabekti,dowload gara dapet roda putar hadiah dapet voucher kemna vouchernya yahhh beneran cma tarik perhati,1
929,ricky leonardo,akun sen rp gada informasi pesan hasil engga pesan batal otomatis refund biaya ribet hadeeeeh shopee shopee,1
931,King Gapret,heeeada tokoopediaaa bayar transfer bank cimb niaga batal otomatissterusss kenaapaaa malaahh saldoo top up harii makinn anehh tokopediaahilangg blanja jadii saldoootolong apaaa,1
932,Wawan Orlando,tipu klaim hadiah juta tipu install pesan mancity asuuuu,1
937,Emilian Sale,tolong sertifikat dasboard skill academy tolong kasi bintang,1
938,TUAH SULTAN,hadiah tokovedia voucher nila rp bohong,1
939,Ari Wibowo,sukses sesamaaamiiin,1
940,Ri Ri,melakukn transaksi knp transaksi casback bayar dngn tokopoin langgar syarat casback pdhl transaksi beda jujur bingung dngn jujur ragu,1
941,Jamilah Studio,mudah hemat percaya,1
942,Widy Ariwiryani,kesini rugi jual order potong freeongkirmerchant nilai slalu stabil alas bls chat cpt pdhal chat slalu minimal menit kecuali beli bls nilai performa bln bln minggu penguranganperubahan nilai kecewa,1
943,Fro TRATAX,mesan kecewa sesuai pesan batal uang cepat,1
944,Fajrul Falah,manfaat traktiran fitur ciman prank,1
945,SURYANA PUJO,terimakasih bantu latih prakerja,1
946,Ibnu Ramadhan,mimpi kait gopay beneran gopay,1
947,Atika Permatasari,bagus mudah mengoperasikannya sukses,1
948,Rahma Watipyup00,jaya tingkat casbeck dimanjakan maaf mintindak jelasyg bermaslahbiar abu abu,1
949,zul Hijah,terkadang kirim sesuai pesan,1
950,Daviyani Devi,bagus mudah usahabunganya tenor sukses kredivo,1
951,shinta bella safira,terimakasih ditraktir,1
953,Dayat Junior,bagus banget mudah beli rumah,1
954,asep rochyadin,sesuai gambarharga sesuai kwalitas,1
956,Dwi Mariyanty,diinstall pakai tipu voucher rp google crome dijelasin detail ngeklaimnya,1
957,Nora Krisnawati,kualitas prodak bagus sesuai,1
958,Heru Setiyoko,membantupelatihannya bantu jual,1
959,anka danurwenda,puas karna layan gratis beli pertamasemoga ttep langgan,1
960,ani resmiyati,susah banget login kesini fiinfo voucher juta gugling,1
961,RD Tubs,nyaman,1
962,NPU CHANNEL 2021,bagus bintang dapet potong kupon hemat kupon gratis ongkir rp kepake total belanjaan rp tolong jnt cod makasih,1
963,Moeslem Sangir Hunter,hadiah rp populerlagi sampainya bohong publik,1
964,rudi pranoto,ongkir mahal beli jmlh bsr ongkir hitung,1
965,Rifal udha,bintang dlupesanan lambat sampainyadi lacak pakethri prose pengantaran buyertp,1
966,Fujirma Jatibaru,meberi info kait prosentase harga kualitas,1
967,Rizki F,tolong batalin beli produk transfer duit seler batalin otomatis pakai promo gratis ongkir tolong uang,1
969,ali akbar,lamakok chatnya menu chat gampang klik halaman letak,1
970,aji farisi al-farisi,masyarakat ap lgi pademi covid bantu masyarakat pelosok indonesia,1
971,anggie desliani,pake voucher eeehh gagal uang bayar paksa uang nggak dicariin wallettapi hasil perbaikannya barakallah voucher vouchernyaaaa promo,1
973,Farhan Ferdiansyah,maaf voucher ulas klaim vouchert ersebut,1
974,GeE Sa,transaksi aman discont jati senang,1
975,rio readded,bintang rangin promo bug review tgl bayar atm ad duluan bayar rebut checkout bayar duluan stok dicheckout beda ecommerce,1
976,Nenden Kerliasarifur,puas thn,1
977,Wahyu anom Saputro,kecewa disni uji coba beli disni dpet promo rp sen cma bayar ongkir tgl juni smpe skrng kasih chat jual cma alas bantu ubah tlng nyaman bukti lbih suka shopee murah kirim lancar uninstall tmbh saldo ilang,1
978,ratna mayang,voucher chrome rp tukar suruh uda nukar voucher,1
979,Diesta Gangga,karna pnya suami pnyaku jaring voucherny kepake ad gunany pny aplikasinyhapus,1
980,Didi Gamming,alam bagus tank,1
981,Frisca Balqis'tya,diskon pajnagan gagal gabisa pesan banding udh bayar batal sistem ngelanggar bijak saldonya kesana kesini,1
982,Maspupah Misyafiza,mantap rupiah kendala besok nyampe paket kerennn,1
984,malikus shaleh,pemberitahuan dapet gel hati,1
985,Mujahid 0164,nonton yutube muncul iklan tokopediakatanya suruh downlod pulsa rp ternya akal akalnya doang downlod tokopedisangat jujur,1
986,Mathias Adi,cacat gaboleh jual real pict dikomplain beli beli wajib alas sesuai pesan bantuanya selesai bijak,1
987,nona alifa Alifa,kasi bintang kecewa banget kabar crome uang kecewa sumpah,1
988,cah ndablex,ribetnya verifikasi ngulang ktnyaa foto buramya taruh dompet nggak ribet pokok lelah,1
989,Hasanudin Kapten,assalamualaikum wr wb selamat sore tokopediaini nyatakah main,1
990,FeRrY AbDuL gHoFfaR,untung uang klaim udh hadiah hadeuuh kesal boongin sorry ku instal lgi,1
993,Aam Rahman,beneran gratis kasih kasih,1
994,Mas Tebox,kirim resi otomatisdg kode booking tolong,1
995,Zulfa Laila,senang ajar mudah beli latih prakerja,1
996,Abd Hasyiem farisyie,tawar murah laindan kualitas bagus ori seller,1
997,Asep Supriadi,maafkenapa kasih bintang karna voccer nila crom mendapakan donwload dulusetelah saran ko dapet,1
998,Arman Boneoge,tolong adakan fitur sort dasar berat karna barangitem berat beda tolong hadir fitur ongkir jual ongkir indonesia sayang fitur jual tq,1
999,Irma Wati,respon cepat akurat percaya,1
1000,Riky Prasetyo,mudah mudah beneran gratis baruterima kasih,1
1001,Suhaimi Imi,unistal rupiah transaksi selesai,1
1002,e an,thanks selesai bantu,1
1003,Ahma yadi,bagus kendala kecuali jaring eror,1
1004,Dede Imotz,sen bayar cansel pake vocer kupon lagimalah dana akun tokoped dihh tipu bangt caseback bayar cansel dihhh rugi,1
1005,Deden Djoko Suryanto,muas promo casback point,1
1006,Marjohan Hasan,sesuai berita menang hadiah menerimanya bintang,1
1007,Henhen Rushendi,suka mudah bagus realpict,1
1009,weni azizah,bagus bagus ngasih potong ongkir tera gratis ongkir beli minat bayar toserba pajak skalian enakk yahh,1
1010,Haerul Mutaqin,bantu mudah cari produk cari,1
1011,Arbain Arbain,ori bagus kirim cepat rapi emas beli,1
1012,Dyan Suci,lumayan pilih instant hati chat diskonnya kadang pasang gabisa pasang,1
1013,Asep Suherman,tingkat performa fitur keren simplekeren,1
1014,agus uce,dana batal beli sepenuh,1
1015,Iwandi Wan,keberuntungan oke kasi,1
1016,Noorlya Syakieb,mudah manfaat thanks tokepedia,1
1017,Sali Akun grab,kecewa transaksi hasil jam,1
1018,Mei Diah Krismawati,kecewa mesen minyak goreng tropicana slim nutrimart minggu dateng dana engga utuh potong nyesel jelek kaya shopeelazada mending unistall rugi bayar duluan dana utuhsetan,1
1019,christin sukma ariyana,masalh ajathx gampang ribet,1
1022,Yudik Wiyono,kasih bintang barumogasiplah,1
1023,Irmawati Febriani,nipu,1
1024,Wahyu AyuAsha,bintang muantabz,1
1025,Amanda Manda,vocer juta tipu didaunlod,1
1027,Ruslan Aja,mudah mudah gratis benarterima kasih,1
1028,Hendri K,jaya indonesia dunia kasih kasih,1
1029,ahmad zarkoni,trm kasih kasih manfaat sebaikbaiknya amiiin balas sgl kbaikan dunia akhirat kelak amin amin rabbalalamin,1
1030,andik hiroyuki,beneran voucher kasih bintang cuman suruh instal harap percaya trimakasih,1
1031,Anggi Devia's,kasih kasih mitra latih prakerja,1
1032,Abah Avoys,kecewa bintang siytem cod bayar tmpt atur berat baca atur cod emang pesan rumah nungguin pesan transaksi cod urus luarpadahal nitip uang sodara rumah bayar pesan cod skarang blanja pake siystem cod males hapus,1
1033,Afat Dayven,rugi jual beli pakai asuransi gilir hilang jual tanggung kerugiananeh tidal akal putus admin nama nandasedangkan expedis investigasi ganti rugi selesaisangat sayangkan putus adil rugi ambil putus dasar fakta beli,1
1034,Jeffersen 01,terimakasih freegiftnyabakal langgan onlineyuk buru,1
1039,Andi Maulana,coddan,1
1040,Bams Jr,mantap epribadehhh inipromo tarik bebas ongkir biasabarang jual real pict pantau aman pelapak bodong asli,1
1041,ocha nurrachman,voucher abis dasar akhlak,1
1042,NAILI XII,bintang ratus wlopun mmbingungkan dikalah kendala karna simpel tanggung lindung langgan jempol sya kedu jempol tangan jempol kiri mndapatkan bintang mntab terimah kasih bnyak,1
1044,iksan paila,voucher juta ngas hadiah,1
1045,Susan Pattiasina,byak giat senang akun sya alam dunia internetan,1
1046,Husnan Yasin,pediakarena cepat kualitas,1
1047,Baiq Herlina,saran teman selesai latih prakerja beli latih dikokopedia karna muas,1
1049,Yan Supriyadi,lumayan playstore tulis gede banget ukur,1
1050,Zavira Lifni,kecwa menang tipu,1
1051,RONGGO_ NTR,bagustingkatkan mutu layan,1
1052,alya chia,tolong pesan paket voucher total produk bayar alfamart biaya bayar alfamart bayar menbatalkan beli rugi rugi voucher aneh nyesel tolong tanggung,1
1053,Rachmat Tabrani,sesuai pesan kirim,1
1054,Faisal Nur Rohman Effendi,best member gold gratis ongkir potong tracking mudah komplain respon tolong pesan dipesan review kasih review kolom review,1
1056,Her Lina,sya pemberitahuan kuis menang vocher stelah sya suruh kirim screnshotan menang itudibilang pediadan tidah kuis vocher sacam itutp kuis manadi situ silah klaim vocer hadiah,1
1057,IDA AYU PUTRI SARASWATI,suka,1
1058,bronx bethux,iklan bonus lahtpi klik bonus benarmasih indonesia otak tipu halusbilang sja tawar iming bonus iphone ujung jta downloud,1
1060,Heru Prasetyo,murah murah murah bantu makasih,1
1063,Yanes Alfian Lasut,voucher ribu buka applikasiny selesai vouchernya akal diupdate,1
1064,Marhi Mukhamad,sesuai pesan sukses,1
1066,M Boody,gagaaaal transaksi batal dana bayar virtual acount kemna hubung solusi hilang uang segitu kecewaaa betahun pake kecewa,1
1067,Ary Susanto,sayatokopedia mantap topmembatalkan transaksi mudah utama onkir brosangat murah bebas onkir unggul,1
1068,paulinus adi saputra,layan bagus,1
1070,Andrn Marwoto,bayar pesan pakai gopay bisatrus ngapain merger,1
1073,Muhammad Novian,hadiah claim juta,1
1074,User Oppo,nyesel banget tokopeda pake sihhhh suka banget fitur promo diskon sukses,1
1076,Muhammad Rizqy Rizqy,downloadnya hasil buka tokpednya hrus playstore dluketik muncul bru buka samakh slh slhin bhay,1
1077,Lina Bt ali,wahhhh emang lengkap keren,1
1078,Rahayu Manis,suka gratis ongkir semangat beli,1
1079,siti Aisyah,cerita bayar indomaret tpi pesan batal uang bayar,1
1081,Aminah 05,coba pingin kenal selaluselalu,1
1082,mherlintias lestari,proses klaim asuransi selesai transaksi dana saldo jual xjam modal putar,1
1083,Bilthan Channel,bagustapi dapet uang tapigb dikt dapet bagus,1
1084,I Rene,kesan pakai tas bangus,1
1085,Soraayaa Pasmuhi,saran booth badan disambungkan cs cs sesuai maaf alur berbelitbelit malas komplain berbelitbelit maaf tulis ulas benci anak bangsa kembang tara apl oren saran realisasi,1
1086,Midflutt Gaming,keren tpi jual brengsek salah kirim produk lelet ngirim order sore kirim gila jabodetabek terima total order kaya pulau jawa pake sistem jemput paket males uninstall,1
1087,MIFTAHUS SURUR,notif aktivasi modal isi data tolak rencana ngisi fisik rumah kosong fiuh,1
1088,soni irianto,mantafff kasih kasih lancar jaya jual tokopedianya,1
1089,Jimmy Cass,diupdate skali transaksi bayar pakai virtual bank parah now,1
1091,Sri Darwini,cepat konsumen terimakasih,1
1092,CHRISTINA PHING,hatihati pakai pakai layan selesai kendala merchant buruk alami bayar tagih kartu kredit tgl nila teryata dana bayar merchant terbayar bank bunga bank lebihhanya tunggu dana,1
1094,Ardy Macok,tipu voucher juta tipu,1
1095,Hendra Huang,overall bagus tolong tambahin pilih bayar via gopay ud gopay kerjasamanya lucu,1
1096,Atok Atok,pilih bayar menu pilihanya keluartolong bantu,1
1097,agus fauzi ahmad,support maju indonesia sektor ekonomi digital,1
1098,Tanty Ikke,sllu konsumen,1
1101,hart anto,cepat mudah bayar rekan mantap,1
1102,Juliadi Adi,layan bagus produck bagus,1
1103,Sukrie 09,cari disinibelanja puas harga,1
1104,bandrik setiyono,bagus timbang jasa anteraja layan muas,1
1105,Sambas matriks,bagus harga jangkau ditokopediaaja,1
1106,Murid_Konten 77,bintang layan muas kasih bintang,1
1108,Nanang Sadewa,anjir tokopediaaku beli earphon harga sumpah banget traktir tokopediaayo buru,1
1111,Aris Nuclear,cewek cowok pake huakakakak,1
1113,Mira Nuank,sya dpat blanja gratis dri,1
1114,alifia rizky,dana respon admin minggu dana terimakasih alam balas balas robot solusi cocok tulis alam sehat lancar rejeki kembang see,1
1115,Muhammad Hilal,poko absurd pesan bayar batal otomatis emang saldo saldo dipake diskon promo ongkir ilang kaya olshop,1
1116,Fajar Bagasty Akbar,jasa kurir anter pilih kecewa pesan estimasi recommended estimasi buruk jasa ekspedisi anter pilih,1
1118,Johan Andreas V,sempurna unggul banding ecommerce pesanmu tombol icon banyakdiringkaskan,1
1120,wong jowo,pesan batal langgar tc ngasih notif ngasih link ngasih promo siala mematalkan cepeeek,1
1122,Mento Aja,muas sekses,1
1123,Muth el_khudry17,kasih bintang pakai,1
1124,Simon Xafarius,identitas beli jual beli pakai promo beli pindah customer bantu,1
1125,Novita Sari,manfaat ilmu,1
1126,Amin Udin,akses pembaca layar tuna netradan mudah,1
1127,Fitriana Ekawati,bagus ongkir lumayan gede produk jual murah sayang kota kabupaten kalimantan barat wilayah cod model bayar cod alternatif bayar hindar kerumun antri indomaret atm pandemi,1
1128,faris pajar w.,respon cs pesan kirim sesuai saler hindar hhanya baca chat semaik nakal amanah,1
1129,R. Akhmad Jauhari,topup mudah diupdate baja indomaret alfamart bayar kejar diskon,1
1130,Yuggra Phonecell,mantap sukses,1
1131,Irfan Helmi,terimakasih puas,1
1132,Charlie Langi,traktirtapi ongkir busetgemana coba ceritanyapengguna traktirtapi situ ongkir batas pakai rbu brarti habis blanja duludan traktir nama sorrysblmnya selasajuni wita samarindakalimantan timur iven traktir,1
1133,Zuko Kun,tolong search relevan cari search muncul gajelas cuman,1
1134,keyla puri,tipu,1
1135,agus kosasih,hadiah kupon butuh payah,1
1137,indri choerunnisa,harga dimiringin saing belah harga lumayan murah murah percaya maju tokopediaaaa,1
1138,Andhika prasetya,kecewa jual tipu tipu chat respon cepat diorder bayar slow respon hilang buang tunggu batas uang,1
1139,iceu veronika,mantapbayar mudah,1
1140,Damar Wulan,kasih bintang karna mendownlod,1
1141,Lusia femmy Monoarfa,senang potong harga potong ongkir insyaallah ongkir rupiah langgan desa,1
1142,Edangsuriadi Suriadi,mengertisaya kasih bintang paham kasih bintang,1
1143,Keylasha Anindita,banget best,1
1144,Hendra Hendrawan,coba kasih bintang bintangnya kasih,1
1145,Muhammad Afifudin,oke nggak pake ngasih benefit sesuai snk cuzz nggak anak buzzernya shopee ndak dipikirin,1
1147,Mahdian Nasution,vocher gratis vocher berlakuouto unistal,1
1148,Irfani Islami,mahal bener gratis ongkir tpi mahal sistem cod jarang,1
1149,Josi Misses,suka gratis ongkir cashback mudah,1
1151,FIDDIAHWATI,kecewa banget sulit transaksi bayar batal alas manipulatif transaksi bayar sprti salah dana refund sesuai uang bayar percaya nyaman utama alami kendala sprti,1
1153,Cupu Gaming,aneh dapet vocher gratis ongkir pake batal makasih unistal recomend banget,1
1154,Totok Setiawan,top markotop promo mall gratis ongkir,1
1155,Andi Jamiko,suka suka murah riah bast,1
1156,DAPUR MAS AGUNG,terimakasih traktiranya tokoped sukses langgan setia promo harga murah,1
1157,Suparjo,ush apl apl coba checkout pake voucher chashback tb batalin mn udh byr alfa otomatis hrs tarik dana rek udh dibatalin pdhl bru hrs pake voucher pake gr dibatalin cba ttp kt cmn pke voucher cashback udh jls dibatalin otomatis emg takut rugi smpe triliun smpe hitung shopee udh,1
1158,beby beby,voucher klaim tipu,1
1159,Kusman Pauji,jual dana terima jual dana beli rekening jual linkajadanagopayovo terimakasih,1
1160,Alam Dede,terimakasih semenjak mudah produk,1
1162,yudi akhyudin,tolong kode verifikasi akun pakai whatsapptelegram kirim pesan asli indonesia,1
1163,Rahmat Hdyt,iphon gratis ko tolong hilang tipu tipu kasih bintang,1
1164,Atikdea Noli,mudah harga istimewa,1
1165,Mclisheen Durigoza,okay coba tetep optimis kasih bintang,1
1166,Dwi Anggoro,mitra paylatters payah limit,1
1167,Riki Hendra,hadiah sayakok,1
1170,Ria Harmonis,tingkat wawas manfaat rubah hidup,1
1171,roisul 3925,mantapsangat bantu bertransaksiterimakasih,1
1172,purwantoragil,bagussaya senang puas oktimalkan eatrimakasih,1
1173,septidia Dankamu,maaf kode bayar gerai alfamartindomart pakai kode telp sms pinjam sms tawar hadiah tipu kode bayar ganti tipenya kasih kasih perhati,1
1175,Rizki Ardi,pakai kupon langgar pakai langgar kupon pakai bintang jelek,1
1176,Jazuli Siswoyo,informasi sedia layan bayar mudah,1
1178,brilli dave,pngguna brg rp brg ktmpt sudut pdhl foto sp kasih brg solusi henti tnpa solusi akun ud kecewa uninstal shopee best,1
1179,supri Yanto,barangny bagus pengirimanya bagus semangat ayo beli,1
1180,Rely Basuki,layan muas pilih produk jual nice job,1
1181,Ginanjar Ganjar,daftar akun alas nomber udh pake akun hrus pake nomber togel,1
1182,Andi Nurlina,sempurna bantu barangsesuatu,1
1184,Efrem Berek,,1
1185,Adisty 17,promo bohong belah suka banget tahan kualitas,1
1186,Aji dwi Nugroho,hilang kirim instan aman paket jamin hilang kurir rekomendasi seller kadang pilih aplikator kurir lambat kirim tolong benah,1
1188,khoirul huda,boros kuota live video autoplay beranda hindar buka tab autoplay,1
1189,EKO BAMBANG EDI PRIMA,terimakasih layan bagus bagus,1
1190,samino ciptoguno,bagus bantu,1
1191,Hermawan Isk,menunya komplain keliru,1
1192,Herman Hung,langgan power merchant bayar hilang logo alas capai target aneh tekan seller siksa seller,1
1194,Dinara Fashion,bayar pakai gopay maaf bintang,1
1196,Irpan Muzaqi,komplain susah bayar uang didik suruh nyoba antusias unjung harap segara,1
1197,Chibay KWB,aneh rumah isi doang install pake wifi dibatalin alamat rumah kakak dibatalin kedeteksi langgar unistall gajelas,1
1198,Muhammad Said,instalblom alam bintang hadiah juta,1
1200,akuro kasa,pakai promo cashback tokopointsovopoints pakai tokopointsovopoints gabisa pakai promo cashback pakai metode bayar beda koin shopee pakai promo bisain bayar tokopointsovopoints promo cashback,1
1201,Fajar Muhammad,bantu banget proses kasih kasih sukses,1
1202,Melyana Honggowibowo,boongan bagus ori onkir cepat problm ribet urus,1
1204,Muhamad Judin,dl cesbek eeeeeh adapat cesbek beli cesbek beli terima cesbek cesbek,1
1205,Kaina_ channel,rph hoax klik transaksi hasil bayar biaya kirim ovoo dibatalin ulang bisaganti alas transaksi,1
1206,goes dk,ecek sblum kirim mengecewakantrism,1
1207,Rahmat Hidayat,mantapp,1
1209,Zahwah Chanel,alhadulillah akin makasih beli shopee kadang suka bingung beli beli dimarahin teros uang beli nyambung kasih rating best,1
1210,Taufiq Sobari,erti sayasukses terimakasih,1
1211,f r,benerbener gilagila beneran untung coba diskon disinidi sukses tim,1
1214,andika angga,bagus banget promo,1
1215,ASR,lumayan promo promo shopee over all im statisfied enough thanks,1
1216,reza phalupi,gimna dana cair suruh masukin password cair,1
1217,Jumanse 84,bantu layan oke,1
1218,Budiastana Putu,applikasi bantu,1
1220,Reghita Indah,mantappppppp promo pindah lapak hijau,1
1221,FeRay D Joker,susah harga gambar produk langgar,1
1223,Orang Sontoloyo,tolong hadir fitur darkmode android sakit,1
1225,Ane Tasya lestari,hijau jalan lintas tokomu nyaman hijau ku jual tokomu bantu ekonomi untukku makasih,1
1226,ahmad fatoni,cepat promosi gratis ongkir sllu nomor,1
1227,Nurhafika,instal tipu voucher jta,1
1228,Arief ND,senang aman bertransaksi bayar rumah tangga,1
1229,Rokhmat Faozi,makasihh kasih pelangan lancar makasih,1
1230,Arunnie Lee,kecewa transaksi voucher pakai bayar tolak voucher pakai mending beli belah promo ikhlas batal senang dibelikan teflon sakit hati,1
1231,Love Baby,app kecewa voucher emang kasi makainya kemarin beli habis dicancel vouchernya mesan dibatalin otomatis akun langgar coba ngapain ngasi promo ujungujungnya dibatalin hoax pake minimal rp otomatis mending pake shope seribet,1
1232,De Guntur Oetama,maaf ped kasih bintang karna kendala terima kode verifikasi akun ped coba puluh tetep terima kode bantu admin rubah nomor sulit ampun coba rubah nomor alsanya akun repot ganti akun ganti,1
1233,Sheyna De,jaya mempermain diundi,1
1235,Tony Siamsyah,beli harga total proses jual otomatis batal sistem uang direfund dana uang tarik rekening karna nohp daftar akun aktif aju ganti nohp sesuai pandu cs tolak ambil uang sulit login email tetep verifi nohp aktif email dapet uangpun mending shopee kemanamana buruk banget,1
1236,Nabila Tatan,gila gilaaa dasar tipu gue ajak tmn temenkeluargakerabat gue kendala voucer batas formalitas mudah tipu otak,1
1238,Euis Zakiyah,pake pakai inijadi kasih bintang pakai ganti bintang,1
1241,Havier Christian,sen kaca ples diksih,1
1242,Sinta Dewi Lestari,kasih bintang insya allah bintang,1
1244,gamer srast srast,sumpah tipu znddd,1
1245,Andre Tanoto,customer servicenya lambat,1
1246,Hani Fatul Khoiriyah,terimakasih bintang ditokopedia seru terimakasih,1
1247,Yani Suryani,terbaikkkkkkkkkkkkkk tolong ubah oren ayo maju,1
1248,Fanny Arfaddin,maaf lapor emang voucher pake bayar akun plis uang emang refund kasian pakai kaget akun tolong bangett emang warga indo pake tolong kasih layan alesan pake shopee lowong ngasih layan bagus,1
1250,Saabdillah Abas,parah banget order sesuai atur pakek voucher kasih bayar alfamart dibatalin mending belah bagus sistem batalin kasih kasih,1
1251,Tria Hariani,mudah senang,1
1252,Eny Nee,tlng nyelesein mslh kirim tele telepesen home garden indonesia tgl skrng hasil nihilga uang kembalistatusnya ngegantung bgtnyesel blnja,1
1254,Kinzo,aman nyaman,1
1258,Kenzo Keano,tanggap lambat seller tanggung,1
1259,Fajar Rizqi,lucu duit duit dibatasin contoh beli vape cerutu elu tuhan muncul direkomendasi bebasin,1
1261,Epul Aliencoh,bener hadiah,1
1262,Msyukur Syukur,bantu discon bonus kasih kasih hati,1
1263,Den Wira bjb,lambat respon cs komplin,1
1264,kelola roblox,akudapet robux iklan robux gerat kasih kasih iklan,1
1266,Assyifa Nur Azzahra,suka bagus,1
1267,Elan Suherlan,wahh ribet kaya belah mantap bayar tf via cash betah pake inih smga sukses inih amin,1
1268,Day Hidayat,fitur jual voucherproduk digital ongkir desainer grafis jual produkproduk digital,1
1269,hj ilham,promo gratis bayar otomatis komplin suruh pilih meja makan mahal harga suruh bayar uang maaf,1
1270,Yaafi Tsaqiif,iklan ramadan,1
1271,INFO Terkini,informasi voucher percaya tipu,1
1272,Wijaya Aris,bagus bantu beli produk beli percaya,1
1273,RINA EVALIA GULTOM,mantabh beneran gratis,1
1275,Alief Ronald,simpel kompetitor tinggal langgan,1
1276,Ane Novianti,males voucher dipake lgsg dibatalin otomatis,1
1277,Dedi Dedi,jempol,1
1278,Nurul Cans,niat kasih promo kasih promo,1
1279,Nyx Vibriliyan,payah rekomendasi pakai uninstal payahhhh,1
1280,Mulya Munawaroh,maaf star alas pintar,1
1281,Wiwit Wati,gogle crom hadiah ipon hadia,1
1282,Dwi Serepet,tebaik juta promo tarik kejut ttd dwi tulungagung jun,1
1283,Randi Albar,bank bsi bank syariah migrasi bank bsi,1
1284,Meta Ayani,kasih bintangsiapa dpat rejekihadiah amin,1
1285,Afrizal Alfadri,pemberitahuan crome voucher rp suruh mendownload login klaim voucher rp akal akal terimakasih detail kendala link sedia email respond,1
1286,Agus Sukmana,pilih hadiah yad tera ambil hadiah juta tokopediacaranya,1
