,nama,ulasan,label
1529,Bambang Junior,koneksi time jaring aman diaplikasi gabung belet najis,0
1533,Putra Balangsak,jelek lgi ngacomau susah bngetbuka apl youtube lancar,0
1538,mini studio _08,ngisi biodata susahan hebat,0
1546,Wan'z Yuli Sarwanto,voucher pakai contoh pakai bayar listrik masukin kode muncul akun penuh syaratsyarat sk baca semuahuuuu bohong belaka,0
1547,kupra silaot,susah banget gagal,0
1550,Salma Azzahra,app dihp ganggu diupdate susah promo paket data gabisa,0
1555,RXLOOPTUZ92,ganggu,0
1557,Re Charmoeck,abis lot hedeehhh,0
1558,Odih Agam,maaf turun bintangnyatetiba pesan batal mending beli belah,0
1559,Yadi Y'dhot ablahu,eror bayar bayar,0
1560,yessy,knp click aju komplain,0
1561,odo ronodo,trlalu canggih lot muter muter mulu,0
1563,Karsono Mail,eror apl,0
1567,Goldenfishbetta,komplenan pembelipenjual cepat direspon bukti cukupkan bukti dilampirkan tetep tindak ijo ngedepanin layan,0
1569,usep iman,akulaku paylater belah ntti tambahin bintang,0
1571,Zahra Ramli,kesan pakai bagus error pakai datawifisemua tampil koneksi internet ganggu,0
1579,Fahril Alamsyah,tingkat bayar batal sk pemberitahuan bayar biaya admin,0
1589,Zulpen hendri,foncer jt suruh doulod amplikasinyahahalucu,0
1591,Lintang Aji,jelek bayar sen ambil,0
1596,Sz Official,jelek banget suka jelek bangettttt percaya ginian netizen boonk hayukkk,0
1597,Andry@gmail.com Alamudi,bantu butuh,0
1601,Ria Gustina,ko stiap blanja pake kupon diskon nyampe batal niat mnding kasih php uang saldo sia sia alas karna penuh syarat kasih kuponnya cekout kepake dibenerin sistem kemarin pacar kaya alas bnr bnr kecewa,0
1605,Icann Kun,jelek sebal review,0
1609,Rizky F,sia,0
1610,Odoy 507,ko lot topet,0
1615,dflash multimedia,checkout mampus,0
1618,Xjarjit Look,tipu sma bru beli voucher bayar pesan batal ajah parah jngan,0
1621,Adi Syifa,alamat diketemukanuang terbayar bsa cari lokasi map notelponalamat terteragk,0
1626,Didi Wahyudi.amiiin2 ya Allah,bohong hadia sial,0
1627,Audio Tone,checkout susah error order susah,0
1635,cokie Art,pake diskon sangka curiga refound susah rugi,0
1647,Radits chanel,wokeeee jamin tipu tipu,0
1653,abah surif abah,mudah butuh,0
1657,Ari Musari,hadia ambil,0
1659,syam firdauzt,ngikutin arah bpumbni ujung suruh donlod uninstal,0
1671,Rosita Hafizah,pesan batal dngan nyahuhu,0
1676,Marakut T Marbun,ksih bintang akhirakhir chekout pesan error melulu plis,0
1685,Broto Channel,pa kabar kirimanku juni status henti anter khoq kabar selesai,0
1686,Yudha Udho,gajelas banget dahdi suruh malh,0
1692,Mbok Muji,focer php,0
1698,Pick Fajar,menu bayar loading error time,0
1708,Rinto satorama,transaksi batal saldo tarik suruh sandi sandi keterangannya akun milik sandi anehh anehh rugi uang hilang lenyap,0
1709,Husin Al-Nizam,kecewa berat tokopediadari malam udh transaksiudh bayar ehtau batal sepihakjadi maless beli tokopediasering alami ginidan cek komentar problemnyatolong market place terbaikpermasalahan secepatnyaini salah tokopediaklo beli pakai voucher ish kasih voucherdan dibatalkn tolong tranfer sesuai ditransfer,0
1717,Andi lukman Hakim,ambil hadihnya penasaran nil hubunqi hubung suara ygmaudianqkat tel pon pon sel ku,0
1720,SASA Poli,jelaskasi promo php doangdi batal sistempadahal alamat asli pake baruselamat tinggal,0
1726,sahid aktob mudilulail,bayar error juni pakai kuota data pake wifi,0
1749,Gusti Rima Noviansari,kesel bayar taux cancel uangx pake refund jebak uangx sna dpake,0
1753,Suliz Tiyono,rugi transaksi batal saldo biaya admin indomaret percaya,0
1760,Andi Wijaya,jelek boonk bagus,0
1765,yogiye01,sistem bayar,0
1766,Purwadi aja,salah layan sejajajar kelas sukses,0
1770,Nanda Amelia,maap dapt pocer gmna ambil,0
1780,Asih Sunarsih,batal,0
1781,Mama Lubo,yaampun nyesel bngt udh liat ulas jelek ulas percaya nekat instal nyesell banget giur lancar sen proses dibatalin pake alesan sistem apala gajelas pngen bnyak instal sumpah nyesel bngt badan badan paket,0
1782,Su Padih,kk kode voucer,0
1791,Diah Cahya,layan bagus bingit,0
1795,Laura Salsabila,semenjak covid butuh onlin mudah,0
1802,Yakub KC,bukti hoax,0
1806,Wahyu Pujianto,batal pesan sistem beli sungguh sungguh,0
1812,EGI SETIAWAN,kecewa paksa sistem upgrad upgrad selesai mesan jaringannya down,0
1835,Abdul Rasyid,agk susah info,0
1837,Agus Maulana Lana,iphone suruh,0
1852,Agus Rusu,ribet,0
1854,Sandalu kiri,nyesel gue blanja apps iniudah bayar cek dibatalin sistem tokoped huu,0
1857,Andi Renda,akun google pemberitahuan voucr topet instal nol nama usaha nipu nipu,0
1865,Ela Elloy,gasuka banget upgrade akun gabisa buka verifikasi kode otp nomer aktif,0
1876,Meisa Nuraeni,kacau balau kalah lazada shopee dapet gratis coba batal otomatis sistem cod kacau pilih bayar,0
1885,Putri niken auliya Auliya,taiii nga ad diskonnya jngan cobain nyesel asuuuuuuuu,0
1891,Santo Souvenir,kirim kode prefikasi mn,0
1892,Andri Dani,metode bayar lengkap,0
1897,TPA Nurul Huda,ko komen negatif ragu pake,0
1917,Hernanda 41,tarik pilih ribet,0
1921,drh.chandra dwi,eror mulu bayar gmna,0
1923,Ndries Andrie,saran malesin memori bengkak fiturnya simple az dikit perbarui fitur cape,0
1939,Muhammad Marvel,olshop error pilih bayar error time djancccoookk,0
1951,Maeda Rani,tipu kecewa promo rupiah tf ongkir batal uang gabisa tarik kecewa sebal gausah daftar app,0
1953,Samin Nimas,butuh,0
1954,Rahmat Yulianto,kecewa gratis ongkir batal,0
1955,DK-69 Chanel,bohong diskon klik kaga unistal,0
1979,Safran kaukabi,males bangetga cod,0
1981,Yanto Sugiarto,sangan bantu musim pandemi,0
1996,Mussin Jack,hadiah undian,0
1997,zulfikar rhamdani,icon ilang,0
2011,Dada Ng,kerain geragis boong mending lazada soopyy,0
2041,Eric Desada,jalan test fitur panen telur habisin kuota jamin telur menetas ilang curi suruh ulang fitur bagus,0
2048,Yulius Bambong,emang layan tpi mn uang pulsa bilangxa dapaat uang pulsa tpi,0
2054,Hilbi Salim,notifdpt hadiahvoucher php boring aza nich,0
2058,M. Qorry .D,suka suka metode bayar kode otp pulsa kode otp modal beli pulsa ganti kirim kode otp via whatsapp pesan tarif pulsa kasih kasih,0
2069,Aditya Alief,bgus cs pokok nyesel,0
2077,Raden Ilham,bodoh publik gratis rp hahahahaha gilir bayar ongkir batal nyari bintang,0
2083,Siti Nurkholifah,promo rp beli dikecewakan pesan batal tokopediaa maklum error kendala pesan batal langgar kecewa rekening narik saldonya,0
2084,Hideyoshi Haruka,jelek pesan batal otomatis,0
2094,Anime Lovers,bagus mending belah,0
2096,[BRO] Umarabi,menu metode pembayarannya knp ganti brivai ajahadeuh,0
2110,Buyung Kumara,baguswalau gabung,0
2111,karisma karisma ayu ningsih,malam order kartu sakti lembar suruh transfer uang uang transfer tautau imel batal alas kecewa banget,0
2113,Salwa Salsabila,bagus cuman ribet pake promo dikasii gamau rugi ngasi ngerugiin,0
2116,Gili Wantoro,voucer paham ngambilnya suruh ngecek tkp mesupportmainapps tpi knpa bsa,0
2117,Yuliana Nguru Diu,sakit hati tipu ktny twny nipu brengsek bngt mna hpny kmu mng kurangajar pmbhong tipu,0
2120,Alesis Koko,jelek jam sore susah dapet gosend complain customer admin handle solutip,0
2126,M. Andhy Ramadhan,ribet alamat doang dibatalin pesan rugi ratus ribu ribu,0
2135,calon YouTube,cmn susah narik saldo karnakan kaga rekening,0
2146,Saudara Kitaa,bagus apli kasinya beman faat,0
2158,Jhon Brian,payah pesan batal alas logis gara pake vocher mending kasih voucher ujung batal,0
2164,amar ahsani,tukang boong ngadain promo rupiah ndk direspondari php blnja bnyak was blnja mending beli,0
2172,Froogst 540,pesan cancel sistem langgar males,0
2177,Ndoro Mas,klaim asuransi tagih pdam internet bayar uang asuransinya klaim respon indikasi tipu klaim tgl juni tgl info desak dokumen jengkel cs hubung tkpmesupportmaintappstsa link versi google,0
2178,BurHan Udin,bagus karna cari slalu adah,0
2184,Kholis Nor,ribet mutu skali apl koyok ruwet,0
2185,Iwa Kartiwa,tolong hapus data data sayasy pnya bjs npwp,0
2186,Catur Setiyanto,notifikasi yahanya hadiahsetelah cek hadiahnyacoba cek belah sistem inisetahu kecuali disinikalau ganggu kanyamanan riilnya hadiahnyabisa nilai buruk,0
2187,Nur Rahmawati,tolong fto udh maw daftar maw ambil hadiah ktanya fto pegang fto asli gagal dta stu tolong hapus salah awas klaw salah segan lapor sbarnya curi data,0
2200,Abg bon,buka kotak ribu ad aneh promosi rugi kota,0
2207,Saya Rotib,busuktraktiran tipu tipu belah,0
2212,Riel Djumati,trima kasih snang gabung,0
2215,Amigus _ryph99,hadiah dak maoknye ambil giaman,0
2216,Aish Bening,keren apps wajib,0
2217,Calon Youtuber,bebas ongkir limit terusmasak surabaya ketrenggalek ongkir,0
2218,Anna DF,jual berkalikali pesan kirim batal otomatis sistem batas,0
2232,Rina Padma Yani,saldo beli butuh,0
2243,Stelda Linggar,ambil hadia,0
2254,gappysugi RD,mudah aman kecewa belah,0
2258,yan mi,ko bayar menu pilih bayar error,0
2271,Ramlah Hasan,butuh beli layan andaoke teman,0
2273,nur aini,utama puas konsumenbyk jual nakal proses uang sesuai prosedur,0
2275,Inderawati Inderawati,bauuuus rugi slalu dtunggu promo bebas ongkir ribu ribu bebas ongkirnyamksh,0
2287,Dudung Permana,bayar gagal ganggu,0
2288,Yulisa homsyah,upgrade cari nyambung butuh,0
2293,Mariya Indah S,kesel banget pake transaksi bayar via bca va batal uang direfund saldo gilir proses refund atm sulit jelek,0
2299,Supriyo Priyo,knapa komplin gagalsusah mhon komplin cancel jual ganti rugi otomatis rugi,0
2302,ayen adil,tingkat terushampir puasmasih batas limit bayar tagih nihhingga tolak bayar telkom,0
2306,Reza Krukah,order langgar batal pembayaransetelah pembayaranorderan batal saldo refundterlalu merugikankarena biaya admin bayar hilang kembaliparah,0
2313,Neng Nia Kurnia,kesell bangett logiin susahh karna nomber ilangg masukk pake google nanyaiin nomberr yangg ubahh nomberr malahh biisa padahall laiin kallo masukk pake email dii tanyaiin nomberr yangg aktiif,0
2314,Hendri WiKiZa,diupdate selesai gagal main curang,0
2317,watt rezpect,gagal bayar rugi,0
2319,Darmawan Guru,bukti terperaya,0
2323,Wiranto Chiu,bayar kartu debit tolak,0
2331,Nisa Aulia,cod bayar bri dibatalin males ganggu,0
2332,M Fafa,bantu butuh,0
2335,Chacink Kooth,pesan uang kembaligimana nihsaya laporin kepihak berwajib,0
2345,Sujono Ragil,mantapppppp pediakumudah jamin,0
2350,Sahidin Depok,tolong kontrol stok beli kosong kcwa,0
2356,Sanceng Stiawan,dikecewakan hri pesan proses batal,0
2357,Ivan Firdaus,ambil hadiah,0
2362,Ujang Setiadi,sya kasi bukti hadiah,0
2371,Yadevaren Kurniawan,hoax voucher jt,0
2374,Ardhy Aryo,ambil hadiah vocher rp,0
2382,Dava Oktadi,sumpah kecewa bayar batal otomatis penuh syarat alamat nama batal udh bayar,0
2383,Swahyunni,chekout bayar knp eror mulu yak hemmm,0
2404,Dede Mursid,byme susah nyari menunya,0
2405,DIKA,sya paham suruh aplikasihx kecewa,0
2432,Dony Aryanto,bantu penuh butuh,0
2438,Rizky Sullivan,buruk notifnya nyampe ko keterima salah kurir atw,0
2448,Ma'arifah Husen IFA Husen,maaf yablm kasi ilasanbarangnya adabetul hadia ituada kasi ulas,0
2464,????,kecewa error buka salah ulang internet bagus salah coba uninstall install capek,0
2475,Art Lu-Na,cocok aktif hapus karna ganggu cari butuh main tolong tindak batal pesan bintang,0
2478,Harry Azriel,knp versi bulannya,0
2479,Agustina Ndruru,bintang karna gabung,0
2480,badar muhammad,mantab nyesel nggak,0
2485,Kungfu Komang,ulas server error liat ulas server error,0
2486,Dela A,opsional daera desa talng gerdu tanggal duaribu tanggal usi,0
2494,Nova Lahamendu,voecer ribu ap janganjangan bohong,0
2500,Suhar gundul,lot buka,0
2504,Luluk Zulaikhah,order pesan batal otomatis hasil transfer pakai bank bsi pilih mandiri syariah sistem bank bsi sistem mandiri syariah hasil transaksinya bantu,0
2508,Yusuf Arrahman,promo rupiah batal gmana nihhdan kode promo fungsi,0
2515,Kedy 3112,buka cenel uang tinggal bagusmaaf miskin,0
2516,phendy saja,transaksim bayar connection time web page not found coba screenshoot dapetnya blank hitam aju komplain instruksi mesin penjawab chaating bukti screenshoot,0
2526,Jajang Permadi,cari banding shopee lazada mudah shopee lazada layan buruk indonesia layan buruk,0
2528,Ridwan 14,bantu butuh,0
2538,Maliha Hafizh,banget kendala bayar transaksi eror bantu suruh diikutin teteap eror bisalama cek pindah belah lancar,0
2551,Vincent Oktavian,mantap abis notifnya udh ngebug overall uinya susah dipelajari gratis ongkir minimal tanda bebas ongkir rating tolong notifikasi panen telur muncul alas ganggu thx,0
2552,Arsian Psg,tipu pesan gua batalin ngebatalin gua bayar gua bayar,0
2559,Rika Bangko,sedih panen telurnya ilang kasih bintang,0
2561,Gunixstma Rolland,sayang fitur telurnya ilang panen,0
2562,Ryan Pradipta,panen telur woyyypadahal gue dikit panen ngilangasu kau,0
2566,Natan Torkis,maen game panen telur tb eror game panen telurnya rese pdhl sisa dikit br panen telurmya ngumpulin wwooyy payaaaaahhhhhh ratingw ubah panen telurnya,0
2573,Dedek Rudhiono,penetasan telur eror buka,0
2577,Pengguna Google,hahaha kasian rame tipu instal,0
2598,Elv Sandria,promo lumayan miskin jelata,0
2599,Hershin Akari,up date lot vocer kmarin usahakn developer tokopidia merespon langgan kedepanya baikklo progamnya bnar slahkn langgan kecewa tersebutdan ranting anjlok belah,0
2600,Kapten Kaderak,parah udh order batal tobat mending tetangga belah batal jual krna stok hbs situ tidk tera stok hbs batal krna penuh syarat langgar hormat,0
2602,joko saptono,order lancar lapak belah akun bajak supliernya uang terima,0
2613,Zainal Arif,bantu masyarakat pandemi covid,0
2622,Rudy Wilyanto,butuh,0
2631,Naryo Thok,hoax riil jual korban beli kecewa,0
2634,Nur Hasanah,suda bertahuntahun pake suda ribu kasi hadia,0
2636,Ayu jane,sumpah kecewa banget app buka akun kupon potong tf uang batal pesan uang akun manipulasi data akun akal banget alas accomerce kasih bayar cust kasih bintang app gilak kecewa parah,0
2642,Awal 101,bayar batal otomatis,0
2651,Yudi chanell Wahyudi,nyuruh doang hadeuhh ajhh nyh,0
2652,Arif Arif,taik apdedt cuman nipu doang bukti,0
2672,Fery Sandria,sistem lelet yasush dibukatolong bos,0
2674,Zakia Fjr,hadiah vocer blanj klaim bukti ad nambh beban instal,0
2683,Pani Adiba,paksa menggangu iklan,0
2685,Nur Cahyati,mudah pilih paham deskripsinya,0
2686,Sri Wulandari,bodoh bodoh dowload kecewa,0
2704,Wastam aja,login otp malas slalu buka lapak belah ribet,0
2712,Iwan Dariwan,gara toka hapus respon,0
2726,Tri Mulyana,pilih mending shoppe serius nanya duhhh rugi,0
2727,Rizky Suryansyah,install inipesanan gwaa batalin duit balikin tetep kaga pakepenipuu bisaa gausah nipuu bayar batalin asw emang,0
2729,Catur Prakoso,notifikasi google dapet voucher xxxxxx suruh app buka ad hadiah ngapusi asuuuu parah parah parah,0
2731,Nafisah Sekar,pesan rp batal,0
2735,Dikdik Mulyadani,transaksi bbrp error,0
2741,Aqila Kanza,aktif pakai masukin tolol,0
2743,Dede Supriatna,hapus coba,0
2746,chelsea timothy,kode otp kirim systemnya jelek banget,0
2750,Shinta Sadewo,bayar item jemur,0
2754,Ivent Effendy,panen telur susah dibukatolong,0
2755,Euis Kartini,knapa pilih bayar selaluuuuu halaman web sedia knapa error terusjd pilih bayar tetep bisacenaherrtimedout tokopediakeluhanku cepat responsehingga mantulllll,0
2758,Iman Dole,gagal saldo terpotong arghhhhh,0
2761,Yuliana Yuliana,parah tokopediasaya top up ribu tpi saldo rp parah bngat,0
2764,Pita Ayu Azari,diskon tinggal bayar batalin rugi uang layana alfamart bohong akun coba melulu,0
2767,Julian TV,gua langgan setia tpi klik pilih bayar eror blank mulu gua pindah shopee,0
2771,algis derian,rugi gue lma kya transaksi gue batalin rugi gue batalin transaksi mimikirn rugi engga kasih konfirmasi batalina rugi gue rugii maen batalin mna potong duit gue nyesel gue pke,0
2778,nasrullah jalil,salah pilih ditokopedia barangnye bagus bagus asiknye cod repot pokonye maju,0
2788,Galih Darwanto,cashback mantaaap eror muncul maaf program shake shakegitu ganggu,0
2790,Yusuf Witwicky,anak muda gan,0
2793,Sabar Yustinus Siallagan,butuh samping,0
2794,Anto Satriani,mantepmempermudah pandemi,0
2795,G855 PRO,ndownload gara gara dapet diamond ffml pubg percaya tipu,0
2806,taufik antok,opsi pilih pandemi,0
2809,yo lo,anjggw daftar dikirimin kode sms salin kode paste kode cocok,0
2812,Rizky Hasburrahman,dikit error cape bagus cuman gampang banget error tolong,0
2813,Novia Nurul,nggak gunaaa gabisa gabisa narik saldoku kembaliin uangkuh cepett bosen protes karna atur jidattt ngecewain customer gausahh pake ngeselin muluuuu jawabbb gue gue refund uang gue kerekening guee pokoknyaaa cepat ain hapus akun uda males pake aplikasiii hapus akun ajaaa apasihh semuaa gaada baless hahh,0
2814,ahaha,nyusahin sakit hapus sen obat pakai voucher gagal duit saldo voucher hilang emg nyusahin hapus kaga gunanyaa hapus,0
2818,Shaffa rina,muter muter susah payahhh,0
2822,Nita Indah,hadiah jt ambil blanjaan,0
2823,darmadi guntur,apl jelek,0
2826,Tierania Maghfirah,php doang belah,0
2834,syauqi SH,untung doang akun pesan batal sad,0
2841,RN17,gapernah kecewa tingkat,0
2844,Muhammad Aska rizqy,jelek bet milih proses bayar eror mulu,0
2846,RohiM Y.T,pesan batal kecewa banget,0
2850,resep usaha,market place susaah buka periksa jaring wifi kenceng setan,0
2851,muh. Ashari27,milik berita sistem cod rugi kurir beli tll paham sistem hapus sistem cod terimakasih,0
2855,Jay Slow,susah,0
2859,Marsha Sandi,buruk layan,0
2863,Alan Musmualim,kasih notifikasi ganggu uninstall fahami,0
2867,Gugun Gunawan,mlh gagal,0
2870,Haikal arif,apan suruh daftar ud dafta pake kode ud masuin kodeny dti apl msk taik,0
2883,Koplak,metode bayar gopay goto,0
2884,Tentang Indonesia,minimal murah belah ongkir tetaptokopedia kalah kasih murah langgan,0
2885,EVOS MANAY,asuuuuuu traktir pakai kode promo salah mulu bkiin lahbikin rugi kuota,0
2887,2 KDNL Channel,koq lot suka,0
2897,Jainal Bob,bohong,0
2905,M Irgi maulana,tolol iming iming hadiah suruh taii,0
2922,Rudal Herlambang,nggabisa pake promo cashback curang langgar,0
2925,Desti Ariyani,periksa ulas innalillahi first one ngalamin curang ribu tobat tobat dana kecewa beli gamau langgan tipu aktif dana ovodana nipu strategi marketing jahat olshop sejahat dnld apalag blnja dsn,0
2926,bonang alkhalifi,ko pake sihh,0
2935,muhamad tholib,bagus butuh,0
2937,Yusti Hanim,kasih kasih gabung,0
2938,ryachans ss,order batal sistem salah pindah shopee,0
2953,Fazri.13,boss knapa susah screenshoot hambat,0
2960,Lasmi 123,kecewa banget beli pulsa pulsanya dana potong pulsa,0
2961,Alfonsus Andreas Halim,error,0
2966,Siti Fatimah,cuman gara gara anak suruh dukung pacar nana,0
2983,Bezaleel prawira,jelek banget aplod resep obat susah jelek cs muas jelek layan,0
2985,james anderson,kasih bintang baca tipu google cahari cahari sayadan hadiahdan diarahkannya mengklik alamt ternya donload teraebut cari hadia tersebutternyata adasangat kecewa paksa menginstal aplkasi carah tipu,0
2986,ysrisngmlr,setia kalah bisad,0
2988,Farida Fauzie,cari google muncul kalimat voucher jt,0
2992,Marnesch Budiman,ambil,0
2997,Ana Rosdiana,suruh doank ngga,0
3003,Samurai Bangsad,bagusss payahkatanya hadiahseteleh apl nga hadiahnyadasar apl tipu nga lagijangan downloadyg pnya apli bohong,0
3008,gani lesmana,bantu penuh butuh pribadi,0
3014,Iktiar Sejalan,bangkrut kuat cuman,0
3015,Triyo Ruslie,ribet ganti,0
3017,Adi Pangestu,minus okr lbih mhl dri brng,0
3024,IQBAL MAULANA,beli sistem cod gagal kirim nunggu sen minggu jumat nunggu marah marah sabar sen sesuai,0
3027,sajjad ajjad,bintng cari palsu,0
3030,dini nuriati,jelek parah order batal layan sangaat muas mending belah sni drpada kesel,0
3034,Nurhayati Sinaga,gabung niat bener,0
3045,JuanR Gaming,nyoba jarang tipu belah tipu,0
3048,Abu Fauzan,bagus butuh sedia,0
3050,Meliyanti Ibrahim,pilih utama,0
3053,Gunawan Argantayuda,ngehe emang knapa transaksi batal,0
3054,Siska Rolani,rp stok gilir stok ambil kupon diskon jga gunain,0
3062,Pardani Putra,favorit asli indonesia nyesal,0
3075,Reni Andriyani,butuh gampang ribet aman,0
3076,nafisa Maulana,hebat bukti uang rp,0
3090,hello guys,jelek norak mending shopee banding rumit pusing,0
3092,Wahyu Putra,jual gajelas beli mala batal transaksi selesai,0
3094,Daimio 17,stok msih posting brndany stok msih bgtu order stok kosong,0
3106,Iniq,komplek dibatalin pesan parah tipu beda beda beda alamat parah,0
3121,goblok kerss,maap bintang prank sma,0
3124,zul fiandi,flash sale msuk akal stok stok bodoh,0
3130,siti liza,bebas bayar batal sistem langgar akun transaksi,0
3133,Hendri 00,bohong undian tolong ganti pulsa,0
3141,Adelia Septiani,plisss pembayarannya sistem codsma make kartu ituu,0
3151,Pengguna Google,tolong seringsering setia menggangu tks,0
3154,Epita Sesilia Sinuraya,kecewaudah usaha order batal,0
3155,Mazaya Hann,tolong sistem cod layan susah banget nemu rating bagus sistem bayar codkarna pandemi rumah ajatolong perhati tipu,0
3170,Lidiya Rohadatul,parah gue nct dream doang,0
3186,Wahyu Susanto,metode bayar pakai gopay merger,0
3189,Anton Sadewo,sesuai ekspektasi rp bebas ongkir ad biaya pengirimanapk kuq konsekuengk,0
3190,S. Andi,bodoh ditransfer notif batal order order sampah,0
3201,Denny Rean,kecewa tokpedjual beli retur tpi lagidn uangpun adtokopedia kepembeli bukti minus dri bukti unboxing utuh pnjual tekan mlampirkan buktigak mikir dbuka siang dikomplen malam brantakan balikin dagang uang saldo,0
3213,Yayang Koswara,flash sale nipu nomor briva bayar ngilang bayar susah checkout nipu,0
3228,Milan meilany,bagushebatlah bebas ongkir nyaga ribet,0
3238,Boarto Bapaknya dolla,wib temallun ampas pajak naek pocer rendah,0
3257,dra malik,jelek bange layan bagus belah,0
3258,rahayu esa,promo rupiah bohong dipake transaksi batal sistem karna barupadahal instalasi copot,0
3261,Bagas Jatimekar,jelek pake voucher metode bayar cod jelek mutu mending pindah belah,0
3262,Hera Putri,kecewa koq transaksinya batal,0
3264,Bambang Sigit,line cepat bebas ongkir tks,0
3265,Hera wati,kasih bintangnya sya paksa apl,0
3274,yusran yus,butuh berita,0
3275,Agus Pratomo,panen telury curang gagal mending kelonin bini badan,0
3276,My beloved cais,kecewa banget beli batal uang paraaaahhhhh,0
3280,Sidik Setiawan,males komen pda jelek ceria badan ceria salah mending bca ajah bakar buku tabung bri kecwa,0
3282,Alan Nurdian,puasa,0
3284,Fitriani Rahmaningsih,pake cod pake filter cod pake metode bayar codnya muncul kecewa,0
3302,Nicky Pattinasarany,maksa,0
3303,Sasmito Adi,pesan dibatlkan penuh syarat tf batal,0
3305,totto channel,hadiah ambil,0
3307,D Creatorz,pembaruan verifikasi login diperangkat error push notifikasisms,0
3314,Noob# warrior,maaf kasar batal bahlul ente,0
3321,Eka Sari,jahat capek batal sok ujung sumpaj kesel banget,0
3322,Carles Efendi,ruwet benang layang order bisaketeranganya koneksi jaring batas transaksi batas order gara gara tokopedianya,0
3342,andie Zien,susah gangguang rumah knp susah,0
3344,Tv Anime,udh cek komen rem krna tokoped coba bener komenan td,0
3349,Pink19 Angel,edit bintang cashback jarang voucer grtis ongkir blnja gratis ongkir voucer kirim someday kpake game panen telur capek maeinin curi ilang mles ketoko belah blnjanya,0
3354,Lengob CH,eror rp,0
3365,Rosa Dwiangraini,daftar suruh verifikasi kode sms kode,0
3367,Budi Purnama,ambil promo lurang points saldo sisa ribu pulsa ribuny,0
3374,WAHYU HIDAYAT,mutu batal pesaan,0
3379,Z,bantu repot leluasa pilih belanjaan,0
3382,Andrew,maaf voucher google play diredeem tulis karna negara pdhl indo vpn kecewa kelas,0
3384,Islahudin Udin,buka tekan hadiahkemudian hoax ax ax ax,0
3388,Alu Card,hapus gara gara diskon dibatalin otomatis manipulasi data yakan aneh,0
3389,Agus Pe,promo bohong mending pilih shopee males pakai,0
3391,kasi yah,asli emasssnyaaaa karat boong hayuk palepapalepale,0
3411,hery ismanto,sarat penipuanadik order gagal alas langgar sk vcr orderini balasannyatdnya bintang lapor shoope,0
3416,Erna Sulistyawati,pesan bayar pake virtual account pesan batal jelek banget,0
3419,ELITIS,fitur cod saing tetangga belah,0
3421,Kemal Ardiansyah,beli batal jual uang engga dibalikin berharihari,0
3427,Qoqo Abdul,batal adil banget susah cari diskon ujung batal,0
3431,alan darma,gopay pls doang metode uang hasil mitos,0
3435,Fahri Priyanto,jelasgue relarela isi saldo ngepake voucher akun barueh tolak sistemduit dibalikintapi vouchernye ludes kepakemakasih tokpedgak make make lagidah,0
3437,Sulis Tianingsih,tukang tipuu transfer bayar cansel pemberitahuan uang saldo nominalnya ngga dipake hapus ngga ngga rugi promo ngeles,0
3440,Ika Riska,agk ribet ngerti,0
3458,Di fa,jelek dftr manipulasi,0
3466,Endang Pusparini,segitu dulukarena pake alaskan dipake pake nomor,0
3468,faujeight !,gokil beli gua,0
3473,Tiga Bersaudara500,sial tipu google iphone uang instal bohongmana hadiah adaa cari uang bos,0
3478,bayu adji saputra,panen telur gajelas dikit dapet diskon telurnya curi doang begadangin pagi netes akal member gold prioritas yaudah uninstal,0
3483,Dzakira Esta fahima,jelek boonk hayukkk,0
3489,Rival Rizky,bebas ongkir versi web,0
3494,asep loempoer,abis apgred mslah susah konek pdhl sinyal kenceng,0
3503,lilikdj65,pandemi bantu tnpa hrus mendisplay jual,0
3505,Viron Bae,maaf sebelunnya kecewa dgan layanna pesan batal kecewa dgan pleayanan,0
3506,YudhaPratama *_*,bli batal sistem bayar transfer tnggung saldo jga,0
3512,Nor Fatimah,buruk,0
3538,Galang Putra,jahat banget sen dibatalin gabisa tarik saldo uang sisa segitunya tolong,0
3544,Bisha Abiasha,keren ribet,0
3560,mr patrick,buruk order disni transaksi batal uang,0
3569,Nesty Arianhie,kirim kurir berkendala mulu nyampe kecawa bangetpdahal sngat butuh,0
3575,Azis Mgl,lumayan metode bayar cod gaada jasa antarnya cod pilih bayar gaada pilih cod,0
3576,Iyan Wala,jelek mesan batal sistem bayar cash cod nyesel,0
3580,Agni Sjakhya Putri,tari refund suruh masukin sandi sandinya,0
3583,Wendy Rahardhian,tampil inbox jelek pikir mudah butuh praktis ribet tanda baca klik notifikasi tampil jelek jujur ribet praktis,0
3588,Iqbal Irwansah,error,0
3592,jonson sitompul,bagus setia pakai initks,0
3594,Edi Junaedi,bayar cod pilih kurir sedia pilih cod bayar metode cod tolong,0
3597,Sugianto Varis17,php seller,0
3598,Fauzi Ramlan,sedih order cancel,0
3605,Khurin Ain,sistem pinter banget sial gabisa manipulasi diskonongkirnya,0
3645,Khusnul Fadilah,bayar error mulu ribet,0
3647,Shem Motor,hadiah suruh tebak kotak pilih ribu nyuruh akpikasi habisin kuata dapet,0
3650,Santi Susilawati,jamin ori,0
3653,Edward Flamingo,langgar batal cashback bukti kerala admin liat muter niat cashback iklan iming blibli id,0
3655,Diandra Rafan,eror beli,0
3662,resty budi utami,sihsaya cekout bayar eror trusskeseel,0
3666,Pabara Art,sayang item transaksai web,0
3667,Suyadi Yad,eks,0
